"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 28 08:35:53 UTC 2025","Wed May 28 08:35:53 UTC 2025","272","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Multiple product) [Static]",""
"passed","Wed May 28 08:35:43 UTC 2025","Wed May 28 08:35:43 UTC 2025","312","Automation","Packaging App","Create Crates (Plant) OLD","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 08:35:50 UTC 2025","Wed May 28 08:35:51 UTC 2025","498","Automation","Packaging App","Create Crates (Center) Expired","","","Create Crate (Dynamic)",""
"passed","Wed May 28 08:35:54 UTC 2025","Wed May 28 08:35:55 UTC 2025","536","Automation","Packaging App","Create Crates (Center) Bad Quality","","","QR of Crates",""
"passed","Wed May 28 08:35:53 UTC 2025","Wed May 28 08:35:54 UTC 2025","504","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create Crate (Dynamic)",""
"passed","Wed May 28 08:35:57 UTC 2025","Wed May 28 08:35:58 UTC 2025","460","Automation","Packaging App","Create Crates (Plant) NEW","","","QR of Crates",""
"passed","Wed May 28 08:35:56 UTC 2025","Wed May 28 08:35:56 UTC 2025","323","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) Copy",""
"passed","Wed May 28 08:35:53 UTC 2025","Wed May 28 08:35:53 UTC 2025","297","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 08:35:56 UTC 2025","Wed May 28 08:35:56 UTC 2025","309","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 08:35:56 UTC 2025","Wed May 28 08:35:56 UTC 2025","306","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 08:35:45 UTC 2025","Wed May 28 08:35:45 UTC 2025","338","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product) New QR Format",""
"passed","Wed May 28 08:35:55 UTC 2025","Wed May 28 08:35:55 UTC 2025","309","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Edit Crate (Addition)",""
"passed","Wed May 28 08:35:58 UTC 2025","Wed May 28 08:35:58 UTC 2025","257","Automation","Packaging App","Create Crates (Plant) NEW","","","Edit Crate (Substraction)",""
"passed","Wed May 28 08:35:50 UTC 2025","Wed May 28 08:35:50 UTC 2025","274","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Multiple product) [Static]",""
"failed","Wed May 28 08:35:42 UTC 2025","Wed May 28 08:35:42 UTC 2025","282","Automation","Packaging App","Token Generation","","","OTP",""
"passed","Wed May 28 08:35:51 UTC 2025","Wed May 28 08:35:52 UTC 2025","260","Automation","Packaging App","Create Crates (Center) Expired","","","Edit Crate (Substraction)",""
"failed","Wed May 28 08:35:49 UTC 2025","Wed May 28 08:35:49 UTC 2025","366","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product)",""
"failed","Wed May 28 08:35:50 UTC 2025","Wed May 28 08:35:50 UTC 2025","259","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 08:35:57 UTC 2025","Wed May 28 08:35:57 UTC 2025","724","Automation","Packaging App","Create Crates (Plant) NEW","","","Create Crate (Dynamic)",""
"passed","Wed May 28 08:35:51 UTC 2025","Wed May 28 08:35:51 UTC 2025","533","Automation","Packaging App","Create Crates (Center) Expired","","","QR of Crates",""
"passed","Wed May 28 08:35:55 UTC 2025","Wed May 28 08:35:56 UTC 2025","406","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product)",""
"passed","Wed May 28 08:35:45 UTC 2025","Wed May 28 08:35:45 UTC 2025","376","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product)",""
"passed","Wed May 28 08:35:48 UTC 2025","Wed May 28 08:35:48 UTC 2025","547","Automation","Packaging App","Create Crates (Center)","","","QR of Crates",""
"passed","Wed May 28 08:35:48 UTC 2025","Wed May 28 08:35:49 UTC 2025","260","Automation","Packaging App","Create Crates (Center)","","","Edit Crate (Substraction)",""
"passed","Wed May 28 08:35:55 UTC 2025","Wed May 28 08:35:55 UTC 2025","260","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Edit Crate (Substraction)",""
"passed","Wed May 28 08:35:47 UTC 2025","Wed May 28 08:35:48 UTC 2025","771","Automation","Packaging App","Create Crates (Center)","","","Create Crate (Dynamic) Copy",""
"passed","Wed May 28 08:35:56 UTC 2025","Wed May 28 08:35:57 UTC 2025","278","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Multiple product) [Static]",""
"passed","Wed May 28 08:35:58 UTC 2025","Wed May 28 08:35:58 UTC 2025","302","Automation","Packaging App","Create Crates (Plant) NEW","","","Edit Crate (Addition)",""
"passed","Wed May 28 08:36:04 UTC 2025","Wed May 28 08:36:05 UTC 2025","506","Automation","Packaging App","Ease Delivery","","","Orders",""
"passed","Wed May 28 08:35:44 UTC 2025","Wed May 28 08:35:44 UTC 2025","467","Automation","Packaging App","Create Crates (Plant) OLD","","","QR of Crates",""
"passed","Wed May 28 08:35:49 UTC 2025","Wed May 28 08:35:49 UTC 2025","299","Automation","Packaging App","Create Crates (Center)","","","Edit Crate (Addition)",""
"failed","Wed May 28 08:35:46 UTC 2025","Wed May 28 08:35:46 UTC 2025","278","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 08:36:00 UTC 2025","Wed May 28 08:36:04 UTC 2025","4389","Automation","Packaging App","Regular Packaging","","","Modified Customer (List API)",""
"passed","Wed May 28 08:35:46 UTC 2025","Wed May 28 08:35:46 UTC 2025","274","Automation","Packaging App","Create Crates (Center)","","","Create crate (Multiple product) [Static]",""
"passed","Wed May 28 08:35:52 UTC 2025","Wed May 28 08:35:52 UTC 2025","297","Automation","Packaging App","Create Crates (Center) Expired","","","Edit Crate (Addition)",""
"passed","Wed May 28 08:35:44 UTC 2025","Wed May 28 08:35:44 UTC 2025","258","Automation","Packaging App","Create Crates (Plant) OLD","","","Edit Crate (Substraction)",""
"passed","Wed May 28 08:35:52 UTC 2025","Wed May 28 08:35:52 UTC 2025","413","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product)",""
"passed","Wed May 28 08:36:05 UTC 2025","Wed May 28 08:36:05 UTC 2025","255","Automation","Packaging App","Ease Delivery","","","Create ND-Reattempt Order",""
"failed","Wed May 28 08:35:49 UTC 2025","Wed May 28 08:35:50 UTC 2025","256","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product) New QR Format",""
"passed","Wed May 28 08:35:59 UTC 2025","Wed May 28 08:35:59 UTC 2025","263","Automation","Packaging App","Crate Destruction","","","Crate Destruction",""
"passed","Wed May 28 08:35:42 UTC 2025","Wed May 28 08:35:43 UTC 2025","774","Automation","Packaging App","Token Generation","","","Verify",""
"passed","Wed May 28 08:35:59 UTC 2025","Wed May 28 08:35:59 UTC 2025","389","Automation","Packaging App","Profile","","","Profile",""
"failed","Wed May 28 08:35:53 UTC 2025","Wed May 28 08:35:53 UTC 2025","255","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 08:35:58 UTC 2025","Wed May 28 08:35:59 UTC 2025","257","Automation","Packaging App","Profile","","","Product Franchise Config",""
"passed","Wed May 28 08:35:44 UTC 2025","Wed May 28 08:35:45 UTC 2025","332","Automation","Packaging App","Create Crates (Plant) OLD","","","Edit Crate (Addition)",""
