"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Wed May 28 08:17:06 UTC 2025","Wed May 28 08:17:06 UTC 2025","285","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Multiple product) [Static]",""
"passed","Wed May 28 08:17:08 UTC 2025","Wed May 28 08:17:09 UTC 2025","551","Automation","Packaging App","Regular Packaging","","","Modified Customer (List API)",""
"failed","Wed May 28 08:16:57 UTC 2025","Wed May 28 08:16:58 UTC 2025","285","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product) [Static]",""
"failed","Wed May 28 08:17:05 UTC 2025","Wed May 28 08:17:05 UTC 2025","283","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) Copy",""
"failed","Wed May 28 08:17:00 UTC 2025","Wed May 28 08:17:01 UTC 2025","290","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product) [Static]",""
"failed","Wed May 28 08:16:55 UTC 2025","Wed May 28 08:16:56 UTC 2025","289","Automation","Packaging App","Create Crates (Plant) OLD","","","Create Crate (Dynamic)",""
"failed","Wed May 28 08:16:56 UTC 2025","Wed May 28 08:16:56 UTC 2025","284","Automation","Packaging App","Create Crates (Plant) OLD","","","QR of Crates",""
"failed","Wed May 28 08:17:03 UTC 2025","Wed May 28 08:17:03 UTC 2025","284","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) [Dynamic Weight]",""
"failed","Wed May 28 08:16:57 UTC 2025","Wed May 28 08:16:57 UTC 2025","285","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product) New QR Format",""
"passed","Wed May 28 08:17:02 UTC 2025","Wed May 28 08:17:02 UTC 2025","283","Automation","Packaging App","Create Crates (Center) Expired","","","Edit Crate (Substraction)",""
"failed","Wed May 28 08:17:06 UTC 2025","Wed May 28 08:17:07 UTC 2025","284","Automation","Packaging App","Create Crates (Plant) NEW","","","QR of Crates",""
"failed","Wed May 28 08:17:05 UTC 2025","Wed May 28 08:17:05 UTC 2025","286","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product)",""
"failed","Wed May 28 08:17:00 UTC 2025","Wed May 28 08:17:00 UTC 2025","289","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product) [Dynamic Weight]",""
"failed","Wed May 28 08:17:01 UTC 2025","Wed May 28 08:17:02 UTC 2025","285","Automation","Packaging App","Create Crates (Center) Expired","","","QR of Crates",""
"passed","Wed May 28 08:16:56 UTC 2025","Wed May 28 08:16:56 UTC 2025","281","Automation","Packaging App","Create Crates (Plant) OLD","","","Edit Crate (Substraction)",""
"failed","Wed May 28 08:17:06 UTC 2025","Wed May 28 08:17:06 UTC 2025","282","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) [Static]",""
