"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 28 09:56:09 UTC 2025","Wed May 28 09:56:10 UTC 2025","511","Automation","Packaging App","Create Crates (Center) Expired","","","Create Crate (Dynamic)",""
"passed","Wed May 28 09:56:18 UTC 2025","Wed May 28 09:56:18 UTC 2025","253","Automation","Packaging App","Profile","","","Product Franchise Config",""
"passed","Wed May 28 09:56:03 UTC 2025","Wed May 28 09:56:04 UTC 2025","340","Automation","Packaging App","Create Crates (Plant) OLD","","","Edit Crate (Addition)",""
"passed","Wed May 28 09:56:01 UTC 2025","Wed May 28 09:56:01 UTC 2025","423","Automation","Packaging App","Token Generation","","","Verify",""
"failed","Wed May 28 09:56:08 UTC 2025","Wed May 28 09:56:09 UTC 2025","262","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product) New QR Format",""
"passed","Wed May 28 09:56:15 UTC 2025","Wed May 28 09:56:15 UTC 2025","327","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) Copy",""
"passed","Wed May 28 09:56:13 UTC 2025","Wed May 28 09:56:13 UTC 2025","522","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create Crate (Dynamic)",""
"passed","Wed May 28 09:56:04 UTC 2025","Wed May 28 09:56:05 UTC 2025","301","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 09:56:23 UTC 2025","Wed May 28 09:56:24 UTC 2025","511","Automation","Packaging App","Ease Delivery","","","Orders",""
"passed","Wed May 28 09:56:09 UTC 2025","Wed May 28 09:56:09 UTC 2025","285","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Multiple product) [Static]",""
"passed","Wed May 28 09:56:14 UTC 2025","Wed May 28 09:56:14 UTC 2025","304","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Edit Crate (Addition)",""
"passed","Wed May 28 09:56:16 UTC 2025","Wed May 28 09:56:17 UTC 2025","732","Automation","Packaging App","Create Crates (Plant) NEW","","","Create Crate (Dynamic)",""
"passed","Wed May 28 09:56:17 UTC 2025","Wed May 28 09:56:18 UTC 2025","306","Automation","Packaging App","Create Crates (Plant) NEW","","","Edit Crate (Addition)",""
"passed","Wed May 28 09:56:03 UTC 2025","Wed May 28 09:56:03 UTC 2025","271","Automation","Packaging App","Create Crates (Plant) OLD","","","Edit Crate (Substraction)",""
"passed","Wed May 28 09:56:17 UTC 2025","Wed May 28 09:56:17 UTC 2025","262","Automation","Packaging App","Create Crates (Plant) NEW","","","Edit Crate (Substraction)",""
"passed","Wed May 28 09:56:01 UTC 2025","Wed May 28 09:56:01 UTC 2025","304","Automation","Packaging App","Create Crates (Plant) OLD","","","Create crate (Single product)",""
"failed","Wed May 28 09:56:12 UTC 2025","Wed May 28 09:56:12 UTC 2025","261","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) New QR Format",""
"passed","Wed May 28 09:56:11 UTC 2025","Wed May 28 09:56:11 UTC 2025","264","Automation","Packaging App","Create Crates (Center) Expired","","","Edit Crate (Substraction)",""
"failed","Wed May 28 09:56:12 UTC 2025","Wed May 28 09:56:12 UTC 2025","258","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 09:56:15 UTC 2025","Wed May 28 09:56:16 UTC 2025","308","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 09:56:11 UTC 2025","Wed May 28 09:56:11 UTC 2025","304","Automation","Packaging App","Create Crates (Center) Expired","","","Edit Crate (Addition)",""
"passed","Wed May 28 09:56:08 UTC 2025","Wed May 28 09:56:08 UTC 2025","330","Automation","Packaging App","Create Crates (Center)","","","Edit Crate (Addition)",""
"passed","Wed May 28 09:56:02 UTC 2025","Wed May 28 09:56:03 UTC 2025","1139","Automation","Packaging App","Create Crates (Plant) OLD","","","QR of Crates",""
"passed","Wed May 28 09:56:02 UTC 2025","Wed May 28 09:56:02 UTC 2025","324","Automation","Packaging App","Create Crates (Plant) OLD","","","Create Crate (Dynamic)",""
"passed","Wed May 28 09:56:11 UTC 2025","Wed May 28 09:56:12 UTC 2025","402","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product)",""
"passed","Wed May 28 09:56:12 UTC 2025","Wed May 28 09:56:12 UTC 2025","299","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) [Dynamic Weight]",""
"failed","Wed May 28 09:56:09 UTC 2025","Wed May 28 09:56:09 UTC 2025","264","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 09:56:23 UTC 2025","Wed May 28 09:56:23 UTC 2025","238","Automation","Packaging App","Regular Packaging","","","Pack Order",""
"passed","Wed May 28 09:56:14 UTC 2025","Wed May 28 09:56:15 UTC 2025","413","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product)",""
