"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 28 11:20:49 UTC 2025","Wed May 28 11:20:49 UTC 2025","299","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Multiple product) [Static]",""
"passed","Wed May 28 11:20:52 UTC 2025","Wed May 28 11:20:52 UTC 2025","295","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Multiple product) [Static]",""
"passed","Wed May 28 11:21:01 UTC 2025","Wed May 28 11:21:01 UTC 2025","268","Automation","Packaging App","Ease Delivery","","","Create ND-Reattempt Order",""
"passed","Wed May 28 11:20:36 UTC 2025","Wed May 28 11:20:36 UTC 2025","318","Automation","Packaging App","Create Crates (Plant) OLD","","","Create crate (Single product)",""
"passed","Wed May 28 11:20:49 UTC 2025","Wed May 28 11:20:50 UTC 2025","531","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create Crate (Dynamic)",""
"passed","Wed May 28 11:20:34 UTC 2025","Wed May 28 11:20:35 UTC 2025","291","Automation","Packaging App","Token Generation","","","OTP",""
"passed","Wed May 28 11:20:46 UTC 2025","Wed May 28 11:20:46 UTC 2025","532","Automation","Packaging App","Create Crates (Center) Expired","","","Create Crate (Dynamic)",""
"passed","Wed May 28 11:20:36 UTC 2025","Wed May 28 11:20:37 UTC 2025","350","Automation","Packaging App","Create Crates (Plant) OLD","","","Create Crate (Dynamic)",""
"passed","Wed May 28 11:20:54 UTC 2025","Wed May 28 11:20:54 UTC 2025","276","Automation","Packaging App","Create Crates (Plant) NEW","","","Edit Crate (Substraction)",""
"passed","Wed May 28 11:20:37 UTC 2025","Wed May 28 11:20:39 UTC 2025","2449","Automation","Packaging App","Create Crates (Plant) OLD","","","QR of Crates",""
"passed","Wed May 28 11:20:48 UTC 2025","Wed May 28 11:20:48 UTC 2025","315","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 11:20:39 UTC 2025","Wed May 28 11:20:40 UTC 2025","346","Automation","Packaging App","Create Crates (Plant) OLD","","","Edit Crate (Addition)",""
"failed","Wed May 28 11:20:45 UTC 2025","Wed May 28 11:20:45 UTC 2025","279","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 11:20:39 UTC 2025","Wed May 28 11:20:39 UTC 2025","278","Automation","Packaging App","Create Crates (Plant) OLD","","","Edit Crate (Substraction)",""
"passed","Wed May 28 11:20:51 UTC 2025","Wed May 28 11:20:52 UTC 2025","328","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 11:20:55 UTC 2025","Wed May 28 11:20:55 UTC 2025","412","Automation","Packaging App","Profile","","","Profile",""
"passed","Wed May 28 11:20:43 UTC 2025","Wed May 28 11:20:43 UTC 2025","548","Automation","Packaging App","Create Crates (Center)","","","QR of Crates",""
"passed","Wed May 28 11:21:00 UTC 2025","Wed May 28 11:21:01 UTC 2025","538","Automation","Packaging App","Ease Delivery","","","Orders",""
"failed","Wed May 28 11:20:41 UTC 2025","Wed May 28 11:20:41 UTC 2025","296","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 11:20:50 UTC 2025","Wed May 28 11:20:50 UTC 2025","280","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Edit Crate (Substraction)",""
"passed","Wed May 28 11:20:47 UTC 2025","Wed May 28 11:20:48 UTC 2025","431","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product)",""
"passed","Wed May 28 11:20:40 UTC 2025","Wed May 28 11:20:40 UTC 2025","370","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product)",""
"failed","Wed May 28 11:20:44 UTC 2025","Wed May 28 11:20:44 UTC 2025","414","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product)",""
"passed","Wed May 28 11:20:47 UTC 2025","Wed May 28 11:20:47 UTC 2025","281","Automation","Packaging App","Create Crates (Center) Expired","","","Edit Crate (Substraction)",""
"passed","Wed May 28 11:20:54 UTC 2025","Wed May 28 11:20:54 UTC 2025","323","Automation","Packaging App","Create Crates (Plant) NEW","","","Edit Crate (Addition)",""
"passed","Wed May 28 11:20:50 UTC 2025","Wed May 28 11:20:50 UTC 2025","550","Automation","Packaging App","Create Crates (Center) Bad Quality","","","QR of Crates",""
"passed","Wed May 28 11:20:42 UTC 2025","Wed May 28 11:20:43 UTC 2025","780","Automation","Packaging App","Create Crates (Center)","","","Create Crate (Dynamic) Copy",""
"passed","Wed May 28 11:20:35 UTC 2025","Wed May 28 11:20:36 UTC 2025","814","Automation","Packaging App","Token Generation","","","Verify",""
"passed","Wed May 28 11:20:44 UTC 2025","Wed May 28 11:20:44 UTC 2025","343","Automation","Packaging App","Create Crates (Center)","","","Edit Crate (Addition)",""
"passed","Wed May 28 11:20:36 UTC 2025","Wed May 28 11:20:36 UTC 2025","329","Automation","Packaging App","Create Crates (Plant) OLD","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 11:20:45 UTC 2025","Wed May 28 11:20:46 UTC 2025","294","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Multiple product) [Static]",""
"passed","Wed May 28 11:20:43 UTC 2025","Wed May 28 11:20:44 UTC 2025","278","Automation","Packaging App","Create Crates (Center)","","","Edit Crate (Substraction)",""
"failed","Wed May 28 11:20:48 UTC 2025","Wed May 28 11:20:48 UTC 2025","276","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) New QR Format",""
