"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 28 10:13:36 UTC 2025","Wed May 28 10:13:36 UTC 2025","335","Automation","Packaging App","Create Crates (Plant) OLD","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 10:13:43 UTC 2025","Wed May 28 10:13:43 UTC 2025","287","Automation","Packaging App","Create Crates (Center)","","","Edit Crate (Substraction)",""
"passed","Wed May 28 10:13:39 UTC 2025","Wed May 28 10:13:40 UTC 2025","368","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product) New QR Format",""
"passed","Wed May 28 10:13:51 UTC 2025","Wed May 28 10:13:52 UTC 2025","336","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 10:13:52 UTC 2025","Wed May 28 10:13:53 UTC 2025","762","Automation","Packaging App","Create Crates (Plant) NEW","","","Create Crate (Dynamic)",""
"passed","Wed May 28 10:13:36 UTC 2025","Wed May 28 10:13:36 UTC 2025","328","Automation","Packaging App","Create Crates (Plant) OLD","","","Create crate (Single product)",""
"passed","Wed May 28 10:13:41 UTC 2025","Wed May 28 10:13:42 UTC 2025","881","Automation","Packaging App","Create Crates (Center)","","","Create Crate (Dynamic)",""
"passed","Wed May 28 10:13:55 UTC 2025","Wed May 28 10:13:55 UTC 2025","391","Automation","Packaging App","Closing Stock","","","Closing Stock",""
"passed","Wed May 28 10:13:47 UTC 2025","Wed May 28 10:13:47 UTC 2025","438","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product)",""
"passed","Wed May 28 10:14:00 UTC 2025","Wed May 28 10:14:01 UTC 2025","554","Automation","Packaging App","Ease Delivery","","","Orders",""
"passed","Wed May 28 10:13:45 UTC 2025","Wed May 28 10:13:46 UTC 2025","534","Automation","Packaging App","Create Crates (Center) Expired","","","Create Crate (Dynamic)",""
"passed","Wed May 28 10:13:46 UTC 2025","Wed May 28 10:13:47 UTC 2025","286","Automation","Packaging App","Create Crates (Center) Expired","","","Edit Crate (Substraction)",""
"passed","Wed May 28 10:13:52 UTC 2025","Wed May 28 10:13:52 UTC 2025","303","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Multiple product) [Static]",""
"passed","Wed May 28 10:13:50 UTC 2025","Wed May 28 10:13:50 UTC 2025","336","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Edit Crate (Addition)",""
"passed","Wed May 28 10:13:50 UTC 2025","Wed May 28 10:13:50 UTC 2025","285","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Edit Crate (Substraction)",""
"passed","Wed May 28 10:13:46 UTC 2025","Wed May 28 10:13:46 UTC 2025","563","Automation","Packaging App","Create Crates (Center) Expired","","","QR of Crates",""
"passed","Wed May 28 10:13:47 UTC 2025","Wed May 28 10:13:47 UTC 2025","329","Automation","Packaging App","Create Crates (Center) Expired","","","Edit Crate (Addition)",""
"passed","Wed May 28 10:13:55 UTC 2025","Wed May 28 10:14:00 UTC 2025","4483","Automation","Packaging App","Regular Packaging","","","Modified Customer (List API)",""
