"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 28 08:45:57 UTC 2025","Wed May 28 08:45:58 UTC 2025","585","Automation","Packaging App","Create Crates (Center) Expired","","","QR of Crates",""
"passed","Wed May 28 08:46:05 UTC 2025","Wed May 28 08:46:06 UTC 2025","274","Automation","Packaging App","Profile","","","Product Franchise Config",""
"passed","Wed May 28 08:46:06 UTC 2025","Wed May 28 08:46:07 UTC 2025","383","Automation","Packaging App","Closing Stock","","","Closing Stock",""
"passed","Wed May 28 08:45:51 UTC 2025","Wed May 28 08:45:51 UTC 2025","324","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 08:46:03 UTC 2025","Wed May 28 08:46:04 UTC 2025","758","Automation","Packaging App","Create Crates (Plant) NEW","","","Create Crate (Dynamic)",""
"passed","Wed May 28 08:46:03 UTC 2025","Wed May 28 08:46:03 UTC 2025","333","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 08:45:48 UTC 2025","Wed May 28 08:45:49 UTC 2025","344","Automation","Packaging App","Create Crates (Plant) OLD","","","Create Crate (Dynamic)",""
"passed","Wed May 28 08:45:49 UTC 2025","Wed May 28 08:45:50 UTC 2025","284","Automation","Packaging App","Create Crates (Plant) OLD","","","Edit Crate (Substraction)",""
"passed","Wed May 28 08:46:04 UTC 2025","Wed May 28 08:46:05 UTC 2025","461","Automation","Packaging App","Create Crates (Plant) NEW","","","QR of Crates",""
"passed","Wed May 28 08:46:07 UTC 2025","Wed May 28 08:46:11 UTC 2025","4322","Automation","Packaging App","Regular Packaging","","","Modified Customer (List API)",""
"failed","Wed May 28 08:45:59 UTC 2025","Wed May 28 08:45:59 UTC 2025","282","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) New QR Format",""
"passed","Wed May 28 08:46:12 UTC 2025","Wed May 28 08:46:12 UTC 2025","273","Automation","Packaging App","Ease Delivery","","","Create ND-Reattempt Order",""
"passed","Wed May 28 08:45:50 UTC 2025","Wed May 28 08:45:50 UTC 2025","368","Automation","Packaging App","Create Crates (Center)","","","Create crate (Single product)",""
"passed","Wed May 28 08:46:11 UTC 2025","Wed May 28 08:46:12 UTC 2025","550","Automation","Packaging App","Ease Delivery","","","Orders",""
"passed","Wed May 28 08:45:54 UTC 2025","Wed May 28 08:45:54 UTC 2025","286","Automation","Packaging App","Create Crates (Center)","","","Edit Crate (Substraction)",""
"passed","Wed May 28 08:45:58 UTC 2025","Wed May 28 08:45:58 UTC 2025","284","Automation","Packaging App","Create Crates (Center) Expired","","","Edit Crate (Substraction)",""
"passed","Wed May 28 08:46:06 UTC 2025","Wed May 28 08:46:06 UTC 2025","417","Automation","Packaging App","Profile","","","Profile",""
"passed","Wed May 28 08:45:58 UTC 2025","Wed May 28 08:45:58 UTC 2025","359","Automation","Packaging App","Create Crates (Center) Expired","","","Edit Crate (Addition)",""
"passed","Wed May 28 08:45:59 UTC 2025","Wed May 28 08:45:59 UTC 2025","322","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 08:45:48 UTC 2025","Wed May 28 08:45:48 UTC 2025","331","Automation","Packaging App","Create Crates (Plant) OLD","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 08:45:50 UTC 2025","Wed May 28 08:45:50 UTC 2025","347","Automation","Packaging App","Create Crates (Plant) OLD","","","Edit Crate (Addition)",""
"passed","Wed May 28 08:46:03 UTC 2025","Wed May 28 08:46:03 UTC 2025","330","Automation","Packaging App","Create Crates (Plant) NEW","","","Create crate (Single product) [Dynamic Weight]",""
"passed","Wed May 28 08:46:05 UTC 2025","Wed May 28 08:46:05 UTC 2025","283","Automation","Packaging App","Create Crates (Plant) NEW","","","Edit Crate (Substraction)",""
"passed","Wed May 28 08:45:49 UTC 2025","Wed May 28 08:45:49 UTC 2025","819","Automation","Packaging App","Create Crates (Plant) OLD","","","QR of Crates",""
"passed","Wed May 28 08:46:01 UTC 2025","Wed May 28 08:46:01 UTC 2025","285","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Edit Crate (Substraction)",""
"passed","Wed May 28 08:46:00 UTC 2025","Wed May 28 08:46:01 UTC 2025","529","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create Crate (Dynamic)",""
"passed","Wed May 28 08:45:56 UTC 2025","Wed May 28 08:45:56 UTC 2025","324","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product) [Dynamic Weight]",""
"failed","Wed May 28 08:45:55 UTC 2025","Wed May 28 08:45:55 UTC 2025","449","Automation","Packaging App","Create Crates (Center) Expired","","","Create crate (Single product)",""
"passed","Wed May 28 08:45:52 UTC 2025","Wed May 28 08:45:53 UTC 2025","1176","Automation","Packaging App","Create Crates (Center)","","","Create Crate (Dynamic)",""
"passed","Wed May 28 08:46:00 UTC 2025","Wed May 28 08:46:00 UTC 2025","300","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Multiple product) [Static]",""
"passed","Wed May 28 08:45:54 UTC 2025","Wed May 28 08:45:55 UTC 2025","330","Automation","Packaging App","Create Crates (Center)","","","Edit Crate (Addition)",""
"failed","Wed May 28 08:45:59 UTC 2025","Wed May 28 08:46:00 UTC 2025","306","Automation","Packaging App","Create Crates (Center) Bad Quality","","","Create crate (Single product) [Static]",""
"passed","Wed May 28 08:45:47 UTC 2025","Wed May 28 08:45:47 UTC 2025","443","Automation","Packaging App","Token Generation","","","Verify",""
